ANSC108,1,Chris L. Skaggs,
ANSC108,0,Chris L. Skaggs,
ANSC201,30,Josie A. Coverdale,
ANSC210,78,Nancy Ing,
ANSC289,0,Jeffrey Savell,
ANSC291,0,Wesley S. Ramsey,
ANSC291,0,Tryon A.,
ANSC291,0,Glenn A. Holub,
ANSC291,0,Chris L. Skaggs,
ANSC291,0,Nancy Ing,
ANSC291,0,Jeffrey Savell,
ANSC291,0,Thomas Welsh,
ANSC291,0,Martha M.,
ANSC291,0,Andy D. Herring,
ANSC291,0,Richard P.,
ANSC291,0,Michael C.,
ANSC291,0,Tryon A.,
ANSC291,0,Josie A. Coverdale,
ANSC302,23,Richard P.,
ANSC303,10,Tryon A.,
ANSC303,109,Josie A. Coverdale,
ANSC305,9,James Sanders,
ANSC305,1,James Sanders,
ANSC305,8,James Sanders,
ANSC305,0,James Sanders,
ANSC305,8,James Sanders,
ANSC305,0,James Sanders,
ANSC305,8,James Sanders,
ANSC305,0,James Sanders,
ANSC307,9,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,0,Jeffrey Savell,
ANSC307,9,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,5,Jeffrey Savell,
ANSC307,1,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,1,Jeffrey Savell,
ANSC307,3,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,4,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC307,2,Jeffrey Savell,
ANSC310,5,Theodore Friend,
ANSC310,2,Theodore Friend,
ANSC310,3,Theodore Friend,
ANSC310,2,Theodore Friend,
ANSC311,6,Jennifer L. Zoller,
ANSC311,12,Jennifer L. Zoller,
ANSC311,0,Jennifer L. Zoller,
ANSC311,8,Jennifer L. Zoller,
ANSC312,8,Martha M.,
ANSC314,0,Wesley S. Ramsey,
ANSC315,10,Allen B. Poe,
ANSC317,14,Leslie L. Frenzel,
ANSC318,15,Gordon Carstens,
ANSC318,3,Gordon Carstens,
ANSC318,15,Gordon Carstens,
ANSC318,2,Gordon Carstens,
ANSC318,15,Gordon Carstens,
ANSC318,3,Gordon Carstens,
ANSC318,15,Gordon Carstens,
ANSC318,2,TBA,
ANSC318,15,Gordon Carstens,
ANSC318,0,Gordon Carstens,
ANSC320,54,Natasha L. Bell,
ANSC402,23,Glenn A. Holub,
ANSC402,16,Glenn A. Holub,
ANSC406,18,Andy D. Herring,
ANSC406,2,Andy D. Herring,
ANSC406,18,Andy D. Herring,
ANSC406,0,Andy D. Herring,
ANSC421,7,Clay A. Cavinder,
ANSC433,12,David W. Forrest,
ANSC433,18,Michael C.,
ANSC433,12,Michael C.,
ANSC433,10,Michael C.,
ANSC433,18,Michael C.,
ANSC433,18,Michael C.,
ANSC433,10,Michael C.,
ANSC433,5,Michael C.,
ANSC434,9,Marcel Amstalden,
ANSC434,5,Marcel Amstalden,
ANSC434,4,Marcel Amstalden,
ANSC437,39,Jeffrey Savell,
ANSC439,21,William Mies,
ANSC447,8,Rhonda K. Miller,
ANSC447,12,Rhonda K. Miller,
ANSC457,30,Kerri B. Harris,
ANSC481,13,TBA,
ANSC481,20,H R. Cross,
ANSC481,20,Thomas Welsh,
ANSC481,20,Tryon A.,
ANSC484,15,Wesley S. Ramsey,
ANSC485,0,Wesley S. Ramsey,
ANSC485,0,Kathrin A. Dunlap,
ANSC485,0,David W. Forrest,
ANSC485,0,Glenn A. Holub,
ANSC485,0,Dennis Sigler,
ANSC485,0,Nancy Ing,
ANSC485,0,Luis Tedeschi,
ANSC485,0,Andy D. Herring,
ANSC485,0,Jeffrey Savell,
ANSC485,0,Martha M.,
ANSC485,0,Clay A. Cavinder,
ANSC485,0,Andy D. Herring,
ANSC485,0,Penny K. Riggs,
ANSC485,0,Wesley S. Ramsey,
ANSC485,0,Richard P.,
ANSC485,0,Josie A. Coverdale,
ANSC489,38,Christopher R.,
ANSC489,10,Wesley S. Ramsey,
ANSC489,7,Clay A. Cavinder,
ANSC489,0,Wesley N. Osburn,
ANSC491,0,Marcel Amstalden,
ANSC491,0,Wesley S. Ramsey,
ANSC491,0,Tryon A.,
ANSC491,0,Kathrin A. Dunlap,
ANSC491,0,Nancy Ing,
ANSC491,0,Luis Tedeschi,
ANSC491,0,Wesley S. Ramsey,
ANSC491,0,Michael C.,
ANSC491,0,Jeffrey Savell,
ANSC491,0,Tryon A.,
ANSC491,0,Josie A. Coverdale,
ANSC491,0,Gordon Carstens,
ANSC491,0,Tryon A.,
ANSC491,0,Chris L. Skaggs,
ANSC491,0,Kathrin A. Dunlap,
ANSC491,0,David W. Forrest,
ANSC491,0,Glenn A. Holub,
ANSC491,0,Nancy Ing,
ANSC491,0,Jeffrey Savell,
ANSC491,0,Tryon A.,
ANSC491,0,Gordon Carstens,
ANSC494,0,Glenn A. Holub,
ANSC494,0,Glenn A. Holub,
ANSC601,8,Tryon A.,
ANSC604,0,Luis Tedeschi,
ANSC605,6,TBA,
ANSC607,3,Stephen B. Smith,
ANSC609,1,Thomas Welsh,
ANSC610,4,Theodore Friend,
ANSC611,5,Josie A. Coverdale,
ANSC612,1,Martha M.,
ANSC624,0,TBA,
ANSC626,0,TBA,
ANSC629,0,Clare Gill,
ANSC630,0,TBA,
ANSC647,0,Rhonda K. Miller,
ANSC657,5,Kerri B. Harris,
ANSC681,9,Tryon A.,
ANSC681,2,TBA,
